frames,dates,mjd,telem_status,expstarts,expstops,airmasses,frieds,tau0,theta0,dimms,dimmtimes,masses,masstimes,masswts0,masswts500,masswts1000,masswts2000,masswts4000,masswts8000,masswts16000,windspds,winddirs,temps,skystrehls,maosstrehls-psd+ncpa-unseen,maos_stds_strehls-psd+ncpa-unseen,skyfwhms,skyempfwhms,maosfwhms-psd+ncpa-unseen,maosempfwhms-psd+ncpa-unseen,maos_stds_fwhms-psd+ncpa-unseen,maos_stds_emp_fwhms-psd+ncpa-unseen,lbwfsfwhms,skyrmswfes,maosrmswfes-psd+ncpa-unseen,maos_stds_rmswfes-psd+ncpa-unseen,lgsrmswfes,totmaoswfe-psd+ncpa-unseen,homaoswfe-psd+ncpa-unseen,ttmaoswfe-psd+ncpa-unseen,DM_fitting_errors
c0062,20140806,56875.27545,False,06:36:39.703,06:37:22.179,1.5355,0.12582153181072878,0.004364965697120112,3.352495016570636,0.8,6:37:6,0.17,6:36:36,0.9281783868613549,8.951365379257491e-10,1.238447727765507e-09,6.760913615862718e-08,0.039807248392462725,0.024221341614461447,0.00779295338900064,9.260000000000002,103.0,2.7316,0.3050687611103058,0.24254039739100602,0.021792523608663336,53.721662782461806,52.67163104744902,52.59742113880567,57.57326725432848,0.8976570528436038,2.2176418353919516,0.995461,368.4190820589181,402.73717851846953,13.144029862211319,119.9,484.5410151615971,420.9445904801118,239.5476857483362,1536.8150739306088
c0064,20140806,56875.27664,False,06:38:21.897,06:39:04.374,1.5335,0.13788661020353843,0.004559605843679611,3.3365652185190826,0.73,6:38:37,0.17,6:38:7,0.915375273728425,2.257182771340683e-11,0.0010083718685011097,0.0011555794405450671,0.05054126640175877,0.02060906008615406,0.011310448452044077,9.774444444444445,104.0,2.6925,0.28376322984695435,0.2866784178157993,0.019304715473236884,54.11528661055141,56.14814735467271,52.27096110896345,56.36749620241014,0.7983474994488572,3.8245945479607024,0.97408,379.48602742413794,378.0669012631867,10.3297179948166,130.8,438.71607045401106,371.6586552596739,232.93586665233727,1423.9093417586237
c0065,20140806,56875.27723,False,06:39:13.082,06:39:55.558,1.53254,0.13420963393144406,0.00461239531312578,3.5895827481544655,0.75,6:40:9,0.13,6:39:39,0.9439217263377357,4.761139779269096e-10,9.49882566799992e-10,1.9959260848068968e-08,0.014916674382340614,0.03400814128049354,0.007153436614172778,9.260000000000002,106.0,2.7107,0.28795909881591797,0.28354969096478294,0.015899440485295745,53.472309360598345,56.14814735467271,52.14956476564399,54.05290423279582,0.7413918797201884,3.8538193339095246,0.969806,377.26848112372613,379.6589054421679,8.594737274306368,140.1,439.25660517091353,373.8374308318238,230.3229770688215,1456.3452444748614
c0066,20140806,56875.27782,False,06:40:04.395,06:40:46.871,1.5316,0.13420963393144406,0.004363892741537333,2.77119689069132,0.75,6:40:9,0.15,6:41:10,0.9362283159047979,6.379458226409822e-11,2.1460309842518334e-09,5.535118167032051e-07,0.008490308374854247,0.03822984157738239,0.01705097842132331,9.774444444444445,103.0,2.6983,nan,0.2621637335307283,0.022232059391421703,nan,52.67163104744902,52.91700908394354,55.25867528471416,1.1282552167731341,3.274762785322306,0.913887,nan,391.48808821696315,12.74325432740014,172.3,456.83080083021616,387.2969770795136,241.96003729072885,1456.3452444748614
c0067,20140806,56875.27845,False,06:40:58.738,06:41:41.215,1.53064,0.132443717695504,0.004304082836904918,2.7737169020510106,0.76,6:41:40,0.15,6:41:10,0.9376206749618834,6.240172325984485e-11,2.0991756170131634e-09,5.414267165192422e-07,0.008304935227964645,0.03739515033586291,0.0166786958859953,9.774444444444445,106.0,2.6798,0.317961722612381,0.2603339986050973,0.014294436201543253,53.37443655344847,51.46062707686444,52.956610305669614,52.94408331509984,0.9517736854932936,2.411542103836684,0.9769,361.9394179959771,392.3044419564036,8.169711011699805,167.9,453.1572163960203,382.3474668063933,242.80051898826287,1472.50897129117
c0068,20140806,56875.2791,False,06:41:54.854,06:42:37.330,1.52968,0.132443717695504,0.00438907841892631,2.773187355153321,0.76,6:41:40,0.19,6:42:42,0.9035127805322023,2.1129407030263642e-10,3.1430279730142445e-06,0.000564368526541244,0.06767833956490527,0.008213167987876639,0.02002820014920756,9.774444444444445,104.0,2.6696,0.2471647411584854,0.2593994844896086,0.02057895257839364,54.67871657063131,55.0137244086197,52.78783227098774,58.68208817202446,0.9019289186062646,1.9205341659445785,0.95219,399.7457722061032,392.98302169484356,11.75064815818745,178.3,459.92965089265783,392.6112660014991,239.47027467313495,1472.50897129117
c0069,20140806,56875.27969,False,06:42:46.084,06:43:28.560,1.52884,0.12275271396168665,0.004046037110456234,2.7740127183219614,0.82,6:44:44,0.19,6:42:42,0.914990128883574,1.8616021669156906e-10,2.769158489331701e-06,0.000497235757938393,0.059627865281230055,0.007236195176501817,0.017645805556106384,9.774444444444445,105.0,2.6627,0.2763184607028961,0.22618505382791837,0.01605308909153219,53.63112210039871,55.0137244086197,53.047240389573766,58.68208817202446,1.0311622647287626,1.9205341659445785,1.012641,383.4699429103162,412.3727631303631,9.902368998690076,128.2,493.1752968123534,429.1892157036873,242.80183203030128,1568.765992441452
c0070,20140806,56875.28028,False,06:43:37.410,06:44:19.886,1.52802,0.12275271396168665,0.004178969787411032,3.6164863005813874,0.82,6:44:44,0.13,6:44:14,0.9528656878130749,6.447894584648266e-10,0.0044266110157930106,0.0017888359584369014,0.02647881475200385,0.000877237068883181,0.013562812747018765,9.260000000000002,104.0,2.6491,0.28861576318740845,0.24060185426284605,0.020465058067562478,53.43230065368282,53.85541101182941,52.34571450150727,57.573267254328485,0.5348227016649318,2.2176418353919516,0.959574,376.92318051819274,403.81870829194213,12.139039221237171,156.3,487.54085918500135,429.09284848655346,231.42899035118407,1568.765992441452
c0140,20140806,56875.32248,False,07:44:23.238,07:45:05.714,1.53805,0.1597733737279096,0.005304523115293915,3.1430943519313628,0.63,7:44:28,0.15,7:45:29,0.9074794542714166,6.61756992680347e-09,5.613957426056024e-09,6.08440078578139e-09,0.01960180665522355,0.062412152390231776,0.010506568367199822,9.774444444444445,102.0,2.0749,0.308536171913147,0.34286677491714573,0.02964595506850697,50.83888861437785,55.0137244086197,52.08830476738066,54.14985436701818,0.9945613486782771,2.088456724218339,0.945649,366.6612822364025,350.08929443409545,14.425950325978542,130.4,392.95002431765334,317.0533622259875,231.9062697217401,1259.4001684630794
c0142,20140806,56875.32372,False,07:46:09.780,07:46:52.256,1.5404,0.13788661020353843,0.004569017427669489,2.710885485710024,0.73,7:46:0,0.18,7:47:1,0.9003797290787858,0.0007949208890373711,0.013984719344175976,0.009494888396835268,0.012954266339868271,0.04686107710065984,0.01553039885063753,9.774444444444445,101.0,2.0647,0.3133920133113861,0.2785862008613108,0.02521915199579167,52.838839524900116,53.85541101182941,52.954199810792936,54.14985436701818,1.0295139216007179,2.088456724218339,0.966781,364.21858727061664,382.5570816557065,13.921510455301723,139.8,441.97359681453673,367.4670948413623,245.20459549151133,1423.9093417586237
c0119,20140804,56873.29288,False,07:01:45.128,07:02:27.603,1.52027,0.1184202652336271,0.0028636232147263027,1.9915888852395074,0.85,6:53:9,0.39,6:51:7,0.7358588092260963,2.2464709004771207e-11,0.013688242181720763,0.05958859252960499,0.16543925529784897,0.0010566028387837306,0.024368497903480633,14.91888888888889,113.0,2.9974,0.2473553568124771,0.18372165472164168,0.02998313079406652,57.25906498245562,60.47340542403716,54.236149550786315,59.71415351798589,2.023016121968665,3.0286431624782577,0.911253,399.6355135440952,441.2816694672999,21.572179665637933,310.9,521.798763719011,445.7064655057626,270.4366730906105,1616.4504405983319
c0121,20140804,56873.29448,False,07:04:03.598,07:04:46.073,1.51906,0.1184202652336271,0.0026076126730957528,1.9941277167271858,0.85,6:53:9,0.39,6:51:7,0.7358588092260963,2.2464709004771207e-11,0.013688242181720763,0.05958859252960499,0.16543925529784897,0.0010566028387837306,0.024368497903480633,16.462222222222223,115.0,2.9694,0.2704130709171295,0.18153162161271147,0.023743228656747432,54.82428539169265,57.26009980271185,53.86112922665953,58.68208817202446,0.8310653803099016,1.9205341659445785,0.896647,386.67695930447036,442.43882950503274,17.85292492040947,220.3,533.1555164992214,461.8982469554294,265.2620994316841,1616.4504405983319
