frames,dates,mjd,telem_status,expstarts,expstops,airmasses,frieds,tau0,theta0,dimms,dimmtimes,masses,masstimes,masswts0,masswts500,masswts1000,masswts2000,masswts4000,masswts8000,masswts16000,windspds,winddirs,temps,skystrehls,maosstrehls-piston,maosstrehls-psd+ncpa-seen,maosstrehls-psd+ncpa-unseen,maos_stds_strehls-piston,maos_stds_strehls-psd+ncpa-seen,maos_stds_strehls-psd+ncpa-unseen,skyfwhms,skyempfwhms,maosfwhms-piston,maosfwhms-psd+ncpa-seen,maosfwhms-psd+ncpa-unseen,maosempfwhms-piston,maosempfwhms-psd+ncpa-seen,maosempfwhms-psd+ncpa-unseen,maos_stds_fwhms-piston,maos_stds_fwhms-psd+ncpa-seen,maos_stds_fwhms-psd+ncpa-unseen,maos_stds_emp_fwhms-piston,maos_stds_emp_fwhms-psd+ncpa-seen,maos_stds_emp_fwhms-psd+ncpa-unseen,lbwfsfwhms,skyrmswfes,maosrmswfes-piston,maosrmswfes-psd+ncpa-seen,maosrmswfes-psd+ncpa-unseen,maos_stds_rmswfes-piston,maos_stds_rmswfes-psd+ncpa-seen,maos_stds_rmswfes-psd+ncpa-unseen,lgsrmswfes,totmaoswfe-piston,totmaoswfe-psd+ncpa-seen,totmaoswfe-psd+ncpa-unseen,homaoswfe-piston,homaoswfe-psd+ncpa-seen,homaoswfe-psd+ncpa-unseen,ttmaoswfe-piston,ttmaoswfe-psd+ncpa-seen,ttmaoswfe-psd+ncpa-unseen,DM_fitting_errors
c0065,20140806,56875.27723,False,06:39:13.082,06:39:55.558,1.53254,0.13475967341476963,0.0046321481616965554,3.5897415053986745,0.75,6:40:9,0.13,6:39:39,0.943538154968287,4.793705633850674e-10,9.563796954234101e-10,2.009578076062524e-08,0.015018703365167627,0.034240754527504816,0.0072023656075096325,9.260000000000002,106.0,2.7107,0.2879798412322998,0.356177001360265,0.24108908751785849,0.28354969096478294,0.02099295385000509,0.012261029583930029,0.015899440485295745,53.968033362642075,56.14814735467271,50.776232030541195,52.35137171900456,52.14956476564399,52.94408331509984,58.68208817202446,54.05290423279582,0.3547299967489007,0.6608880358995147,0.7413918797201884,2.411542103836684,1.9205341659445785,3.8538193339095246,0.969806,377.2575710789539,343.6208048061159,403.3181813256698,379.6589054421679,9.93645397695946,7.354184021492822,8.594737274306368,140.1,393.14095009722064,459.9676759222981,439.25660517091353,339.22872415792676,397.13032081343704,373.8374308318238,198.29174836194608,231.74668774037883,230.3229770688215,1451.3900016584612
c0066,20140806,56875.27782,False,06:40:04.395,06:40:46.871,1.5316,0.13475967341476963,0.004382540197012224,2.7712763862917247,0.75,6:40:9,0.15,6:41:10,0.9357921221598233,6.423093263090557e-11,2.1607096822528896e-09,5.572977978269748e-07,0.008548381475142579,0.03849133095160886,0.017167605890686895,9.774444444444445,103.0,2.6983,0.3176501989364624,0.32733361885902074,0.22110487036579243,0.2621637335307283,0.028846149979530028,0.01854773712452411,0.022232059391421703,51.7214667755279,52.67163104744902,51.510865952276816,53.37465014816313,52.91700908394354,52.94408331509984,57.57326725432848,55.25867528471416,0.9997821497719424,1.5375584247998462,1.1282552167731341,2.411542103836684,2.2176418353919516,3.274762785322306,0.913887,362.09420531897365,357.60328862942043,415.61404346239135,391.48808821696315,14.436624984497653,11.807403770935547,12.74325432740014,172.3,412.40231669227705,478.3290791403772,456.83080083021616,354.331514042835,410.16728732156264,387.2969770795136,210.55674306264018,245.6669628104716,241.96003729072885,1451.3900016584612
c0067,20140806,56875.27845,False,06:40:58.738,06:41:41.215,1.53064,0.13298651981720688,0.004322457609755828,2.773798233256974,0.76,6:41:40,0.15,6:41:10,0.9371940048529876,6.282854657097057e-11,2.113533827663165e-09,5.451300364245977e-07,0.00836174038922476,0.0376509304818684,0.016792776969520445,9.774444444444445,106.0,2.6798,nan,0.3245528804591832,0.2217796379949441,0.2603339986050973,0.018105233847597043,0.011736479177259639,0.014294436201543253,nan,51.46062707686444,51.097359277153224,53.07633771066551,52.956610305669614,52.94408331509984,57.57326725432848,52.94408331509984,0.9109387035756359,0.9123439301822418,0.9517736854932936,2.411542103836684,2.2176418353919516,2.411542103836684,0.9769,nan,358.7447560153935,414.9893569522411,392.3044419564036,9.059305018384551,7.416818338579711,8.169711011699805,167.9,409.4011372699791,473.7109109119898,453.1572163960203,348.6529595114305,404.7033854013247,382.3474668063933,214.02059061196843,245.71495028163426,242.80051898826287,1467.4987310821548
c0068,20140806,56875.2791,False,06:41:54.854,06:42:37.330,1.52968,0.13298651981720688,0.0044084404634559485,2.7732685090666913,0.76,6:41:40,0.19,6:42:42,0.9028528148719099,2.1273930658773492e-10,3.1645260589055034e-06,0.0005682287667815722,0.06814125455307471,0.008269345467796863,0.020165191601638717,9.774444444444445,104.0,2.6696,0.24718253314495087,0.32344181625599067,0.2197858895242764,0.2593994844896086,0.02875983603027025,0.016250377731933822,0.02057895257839364,54.190852771997,55.0137244086197,51.15473578490723,53.08675606344704,52.78783227098774,54.05290423279582,58.68208817202446,58.68208817202446,0.6917120034755363,0.9710421630199166,0.9019289186062646,3.8538193339095246,1.9205341659445785,1.9205341659445785,0.95219,399.73547563813054,359.5127633604319,416.3574152557949,392.98302169484356,14.402460165242745,10.31730664392259,11.75064815818745,178.3,415.8413514893756,480.6205079135251,459.92965089265783,359.902658466386,414.54652768299627,392.6112660014991,208.19721554592158,243.09817672498076,239.47027467313495,1467.4987310821548
c0069,20140806,56875.27969,False,06:42:46.084,06:43:28.560,1.52884,0.12325579885497225,0.004063725141113986,2.7741047676586326,0.82,6:44:44,0.19,6:42:42,0.914408667462754,1.8743353922077732e-10,2.7880993347716063e-06,0.0005006368148567994,0.06003571560274627,0.007285690232468869,0.01776650160040593,9.774444444444445,105.0,2.6627,0.2763383686542511,0.2799186079931858,0.19182663345503617,0.22618505382791837,0.022708921650590068,0.01224693913576087,0.01605308909153219,53.63335266528145,55.0137244086197,51.29779688027289,53.281606896693475,53.047240389573766,54.05290423279582,59.79090908972043,58.68208817202446,0.8007037535516789,1.0368981541873636,1.0311622647287626,3.8538193339095246,0.0,1.9205341659445785,1.012641,383.4592093073652,381.75036874654563,434.56861156266933,412.3727631303631,12.24962761018217,8.443295921353284,9.902368998690076,128.2,453.39102418722524,512.3635658773736,493.1752968123534,399.28202725789754,449.14437288739146,429.1892157036873,214.56908098490752,246.36861184948896,242.80183203030128,1563.4282358592473
c0070,20140806,56875.28028,False,06:43:37.410,06:44:19.886,1.52802,0.12325579885497225,0.004196585186280542,3.6166727462546824,0.82,6:44:44,0.13,6:44:14,0.9525432924985819,6.491997721110528e-10,0.004456888717627604,0.0018010714680823877,0.026659927945626306,0.000883237307511589,0.01365558141337042,9.260000000000002,104.0,2.6491,0.28863656520843506,0.3004859776007506,0.20571203488713552,0.24060185426284605,0.028140522995505766,0.015875218928518845,0.020465058067562478,53.38425753604621,53.85541101182941,50.78482563853005,52.66943855696401,52.34571450150727,51.7383122631815,58.68208817202446,57.573267254328485,0.3696145624059398,0.6125423531294095,0.5348227016649318,2.088456724218339,1.9205341659445785,2.2176418353919516,0.959574,376.9122604784019,371.0734381614832,425.36534206543445,403.81870829194213,14.52205846819803,10.44585782170835,12.139039221237171,156.3,446.9282872967028,505.2265478155053,487.54085918500135,399.3569867010227,449.06289524315275,429.09284848655346,200.6232635686946,231.48053024659572,231.42899035118407,1563.4282358592473
c0140,20140806,56875.32248,False,07:44:23.238,07:45:05.714,1.53805,0.16042818263663053,0.005327995939930553,3.143178461964869,0.63,7:44:28,0.15,7:45:29,0.9068466203749778,6.662833630435543e-09,5.652356492170437e-09,6.126017650732206e-09,0.019735881606740353,0.06283904703586128,0.010578432541212828,9.774444444444445,102.0,2.0749,0.3085584044456482,0.4375272695506372,0.29030447566588335,0.34286677491714573,0.03833126293421933,0.02516710419940796,0.02964595506850697,53.783861328565195,55.0137244086197,50.57142857142858,52.31069082907985,52.08830476738066,52.94408331509984,55.258675284714165,54.14985436701818,0.0,0.9127500408789102,0.9945613486782771,2.411542103836684,3.2747627853223062,2.088456724218339,0.945649,366.6500565637914,307.65179257018275,376.3036732103717,350.08929443409545,16.576128613763938,13.414296964368548,14.425950325978542,130.4,337.30932239301933,417.1754452399417,392.95002431765334,275.4692945494545,344.51210112295513,317.0533622259875,194.30547924941004,234.9588844867929,231.9062697217401,1255.115035070825
c0142,20140806,56875.32372,False,07:46:09.780,07:46:52.256,1.5404,0.13845171926174965,0.004589170047895929,2.710958251938317,0.73,7:46:0,0.18,7:47:1,0.8996983335712807,0.0008003580909000361,0.014080373821389526,0.0095598327524171,0.013042872592445034,0.04718160350676139,0.015636625664806263,9.774444444444445,101.0,2.0647,0.3134145736694336,0.3507804223376739,0.2361801209419137,0.2785862008613108,0.03374285611330246,0.02192552314889172,0.02521915199579167,54.019553775570785,53.85541101182941,51.163027830164424,53.35080713415012,52.954199810792936,52.94408331509984,56.4644463366325,54.14985436701818,1.0246799738505736,1.1814955592026786,1.0295139216007179,2.411542103836684,1.9205341659445785,2.088456724218339,0.966781,364.20728630876175,346.42751457781526,406.5177941430326,382.5570816557065,16.315875122591663,13.42105468085071,13.921510455301723,139.8,394.69924595814837,463.2898434270073,441.97359681453673,331.8367881744406,391.31816600527833,367.4670948413623,213.126834177225,247.5211008067083,245.20459549151133,1419.0644627275537
c0119,20140804,56873.29288,False,07:01:45.128,07:02:27.603,1.52027,0.11890559418950263,0.002878758275389812,1.9916286734705928,0.85,6:53:9,0.39,6:51:7,0.7340521024276101,2.2618366003007708e-11,0.013781868776408936,0.059996174228317066,0.16657084793740423,0.0010638299264126509,0.0245351766812287,14.91888888888889,113.0,2.9974,0.24737316370010376,0.2480293656034792,0.1759770973144122,0.20095557229148012,0.024787123288418752,0.018933396971933303,0.020075780262886686,56.71408864727476,60.47340542403716,52.559776634059425,55.018334075026104,54.236149550786315,56.36749620241014,59.71415351798589,59.71415351798589,1.898962156455032,2.2727045175435836,2.023016121968665,3.8245945479607024,3.0286431624782577,3.0286431624782577,0.911253,399.62521413524604,399.6458435607619,446.1483420599133,428.7127592896661,14.822304045282115,14.373123014515786,13.83783739492933,310.9,484.1425521554212,538.0348594358999,521.798763719011,416.96200612027593,463.42714884757936,445.7064655057626,245.04142322146987,272.2888166886322,270.4366730906105,1610.950436760485
c0121,20140804,56873.29448,False,07:04:03.598,07:04:46.073,1.51906,0.11890559418950263,0.0026215058394879216,1.994167555679389,0.85,6:53:9,0.39,6:51:7,0.7340521024276101,2.2618366003007708e-11,0.013781868776408936,0.059996174228317066,0.16657084793740423,0.0010638299264126509,0.0245351766812287,16.462222222222223,115.0,2.9694,0.2704325318336487,0.2397942459470424,0.16966368703225737,0.19445701331667992,0.007579847439116325,0.005187396729678142,0.005791140419809647,54.7650990779953,57.26009980271185,52.02436449520382,54.71513640042808,53.86112922665953,56.36749620241014,58.68208817202446,58.68208817202446,0.8449566097092548,0.9750067037234073,0.8310653803099016,3.8245945479607024,1.9205341659445785,1.9205341659445785,0.896647,386.66631472619844,404.0030860856361,450.28314890106657,432.62585746786004,4.493555365825658,3.924690043097736,3.957692722630574,220.3,497.2129569653927,548.2078989556942,533.1555164992214,434.703912437619,478.82918896860593,461.8982469554294,240.05307874960303,265.78215975006066,265.2620994316841,1610.950436760485
c0199,20150809,57243.27053,False,06:29:33.663,06:30:16.138,1.5315,0.12325579885497225,0.004902147837793628,2.9512165273611113,0.82,6:30:57,0.14,6:30:27,0.9468953477217699,5.148825778811799e-07,0.0295090805505024,6.369891180901553e-10,0.0005983220470239796,2.42177971414468e-09,0.02299673173935704,7.716666666666667,143.0,4.1494,0.23998470604419708,0.30989307781402875,0.21266880246680858,0.24711079207060482,0.027695095284544148,0.017505626091003652,0.020116184294058998,56.67651965400956,55.0137244086197,51.04043415063682,53.12507357657454,52.36195324408706,50.53254121126316,58.68208817202446,52.944083315099846,0.4700535087178412,0.5265490590227283,0.5204179867955542,0.0,1.9205341659445785,2.411542103836684,1.020068,403.93943200439486,366.2500844495345,420.9090636426985,399.99044542280325,13.996285274268605,11.251779950105599,11.698346680224208,111.2,421.9161625576995,485.8230841516684,466.8513474437417,364.99776861162064,421.5328273950128,399.7656115258703,210.76938564672156,240.81619714556737,240.26826995259245,1563.4282358592473
c0207,20150809,57243.27535,False,06:36:30.079,06:37:12.553,1.52504,0.16042818263663053,0.00997801331654295,3.2823332786738475,0.63,6:36:56,0.18,6:36:26,0.874858718150269,0.036314022156402254,0.04926076049042393,3.757711857923364e-09,0.005368159797033377,0.006662833630435544,0.02753550201772414,4.630000000000001,162.0,4.1275,0.2588561475276947,0.4920756152913168,0.3324591122807742,0.3824797295749285,0.020672065470554824,0.010789220444298397,0.014823610966697105,54.7029700172296,55.0137244086197,50.57142857142858,51.07544569081626,50.745644268721385,50.53254121126316,52.944083315099846,51.7383122631815,0.0,0.34099233572046184,0.19608940592243004,0.0,2.411542103836684,2.088456724218339,0.992722,393.0810616336042,284.71627670622263,354.7896303252882,331.4618923670919,8.409756124454308,5.1918236496735375,6.63544078153224,165.3,303.46899026063295,385.5677684955135,363.1044396649443,243.34703992413523,316.9204112475744,289.8705807197282,181.19774599972297,219.45853677588758,218.61521984815897,1255.115035070825
c0208,20150809,57243.27594,False,06:37:20.774,06:38:03.249,1.52432,0.16042818263663053,0.010640676874301203,2.9960554465761975,0.63,6:36:56,0.22,6:37:55,0.8234822734488841,0.07989084874408493,0.06157595061302989,1.0546855130642044e-09,4.041908553060424e-10,1.5536086000826002e-12,0.03505092573357086,4.115555555555556,162.0,4.1227,0.23438753187656403,0.4767329153712536,0.3224278876020167,0.3725328177073545,0.024154087427208634,0.015293070620306439,0.018186481394057475,58.84570855859447,55.0137244086197,50.57142857142858,51.1567319354057,50.711485106388075,50.53254121126316,55.355625418936526,54.14985436701819,0.0,0.3635579161949462,0.16132265401154236,0.0,0.0,2.088456724218339,0.992722,407.2654445966333,291.03402180302254,359.74342131315495,336.01155058537006,9.924156879807896,7.4987301451076815,8.250320667593858,165.3,309.68115529558855,390.2318481789385,368.27543835105723,246.9136799282435,319.9924856778205,292.7669418888015,186.7325720135274,223.16500749646895,223.28474709216823,1255.115035070825
c0210,20150809,57243.27711,False,06:39:02.661,06:39:45.139,1.52303,0.18716621307606895,0.009271572579626297,2.5126255018221,0.54,6:39:55,0.19,6:39:25,0.8265845057235782,0.06940702314041611,4.817663959158295e-09,7.593944884774939e-10,0.04327732031108299,0.003980696915406218,0.056750448332457876,5.658888888888889,156.0,4.1138,0.199545755982399,0.5019393503485088,0.3432535425233218,0.39562293020123795,0.014979156028220444,0.009043214696207787,0.009511306551018919,59.95623528007614,57.26009980271185,50.57142857142858,50.982147266871245,50.709955860647995,50.53254121126316,55.355625418936526,51.7383122631815,0.0,0.45804818435385414,0.23993630316281428,0.0,0.0,2.088456724218339,0.992722,429.2601290880341,280.67857054280637,349.58978707171383,325.5473063188559,6.0713775806311,4.292909161473849,4.2072054441515645,165.3,295.8891152515623,377.9655679081009,354.8400482339444,229.08087936005683,305.67207702407256,277.8560570923136,186.99979043709166,222.0617881001007,220.52264554490017,1103.810550076775
c0256,20150809,57243.31121,False,07:28:08.833,07:28:51.308,1.53163,0.11106566490228267,0.005828763331991828,2.8008657443488634,0.91,7:28:31,0.09,7:28:1,0.9786145359549497,4.841666573009781e-13,2.070111856304536e-09,3.2848055901691807e-09,2.720229629358853e-09,2.9084216162956287e-09,0.021385453060997272,5.658888888888889,157.0,3.9004,0.30365806818008423,0.251670316861264,0.17288179348515198,0.20169187791182464,0.023458198238191372,0.014425248067926338,0.01592940671120024,52.45402202987114,52.67163104744902,52.13398579286469,54.850487683770424,53.99044870007163,52.944083315099846,57.573267254328485,56.464446336632506,0.5816389889527736,0.9888228344525677,0.9346783755398858,2.411542103836684,2.2176418353919516,1.9205341659445785,0.94176,369.13752904948154,397.4435763678025,448.15776537101334,428.0088961927369,13.170532007288132,10.485258053151867,10.355458676281412,84.8,478.3741466156383,534.2872698449637,517.1495103754598,425.16356438310174,473.7915217205499,454.48328619467594,218.53319053038865,246.1834692787569,246.02010537681528,1705.1695465190498
c0257,20150809,57243.3118,False,07:28:59.637,07:29:42.113,1.53259,0.11106566490228267,0.004662569726102973,2.798059174247492,0.91,7:28:31,0.09,7:28:1,0.9786145359549497,4.841666573009781e-13,2.070111856304536e-09,3.2848055901691807e-09,2.720229629358853e-09,2.9084216162956287e-09,0.021385453060997272,7.202222222222223,150.0,3.9244,0.265761137008667,0.23498383628384506,0.16173177239599656,0.18841532977192346,0.03854087497180937,0.02599217193038785,0.029341585299141548,55.3802821095834,53.85541101182941,52.7119656768783,55.89779784961867,54.73159495891668,55.25867528471416,59.574669565527465,57.49651168259395,2.121275659118158,2.8823356466660695,2.330738654389184,3.274762785322306,5.080507448417787,3.708123781880941,0.911461,389.23384892720657,408.1912485603288,457.56993062174786,437.9522168172275,24.31485308413402,21.279742335865002,21.420931343042277,96.2,504.87519137266213,558.0413915169355,541.5977262071216,452.5224566114176,498.3049324884045,480.20482166457504,222.4438149167999,250.06364925595398,249.19353337887424,1705.1695465190498
c0258,20150809,57243.31239,False,07:29:50.476,07:30:32.951,1.53355,0.18716621307606895,0.0076955991896803565,2.4990206715040606,0.54,7:30:0,0.15,7:31:1,0.8779660914789895,1.9719760104012347e-08,0.059608384579416196,1.992389840736651e-09,9.06374066892493e-09,0.0015922787661624875,0.060833214399541195,7.202222222222223,161.0,3.9177,0.2655443847179413,0.5031013844880526,0.3341888675978854,0.3924287732548495,0.004654043757209824,0.001491723916808576,0.003511886891438122,55.909502155199405,53.85541101182941,50.57142857142858,50.967387316053866,50.57142857142858,50.53254121126316,56.464446336632506,52.94408331509984,0.0,0.477309140006563,0.0,0.0,1.9205341659445785,2.411542103836684,0.989412,389.3536515724787,280.1852026231537,353.9082614687102,326.9472585003233,1.8872187867314998,0.7214608220902642,1.563365916694927,93.0,294.68674956670526,381.9484105766926,355.4508747149054,226.58881841627328,307.18103208921497,275.7883200175284,188.29175857849552,226.8611601956838,224.16993571769407,1103.810550076775
c1080,20150514,57156.5682,False,13:38:13.592,13:38:56.067,1.57738,0.13845171926174965,0.006948424878892682,0.4429962519069118,0.73,13:39:28,1.25,13:38:57,0.3712917017237574,0.09983332270953361,0.07630572436397473,0.003001358491649673,0.17295964189167606,0.19648724023723493,0.08012101058217347,5.658888888888889,102.0,-4.1991,0.035645678639411926,0.21032510538785615,0.15106072631601525,0.16961778339557032,0.016416196510451522,0.014297142861441983,0.014286055375546195,100.87158393813155,130.47650377502845,60.30688840674411,63.76090681466124,62.95047387658731,61.8550397816433,62.82437674688086,63.8564420928423,3.559423675197893,4.463064081998583,3.985652233496705,2.064130691922877,3.32883678353119,2.8311053092906246,1.122386,617.4019034327335,422.3852517376753,465.16640811927823,450.6095356484399,10.734023983163498,11.918202034555076,10.912538622024849,124.9,497.0885453810247,549.0778246173436,537.1882335667424,362.10882589654244,415.4812360781352,395.56265614016615,339.52617859157687,358.154825351182,362.58286621817433,1419.0644627275537
c1081,20150514,57156.56881,False,13:39:06.219,13:39:48.693,1.57942,0.13845171926174965,0.006948424878892682,0.4420811188890009,0.73,13:39:28,1.25,13:38:57,0.3712917017237574,0.09983332270953361,0.07630572436397473,0.003001358491649673,0.17295964189167606,0.19648724023723493,0.08012101058217347,5.658888888888889,102.0,-4.2271,0.048780474811792374,0.20997895500396097,0.1506644613952956,0.1691380672270653,0.016207808760081415,0.014131168085363903,0.014557933840548083,106.76804233636486,115.61611165306957,60.23478443738892,63.87451030475896,63.10815530794625,61.8550397816433,62.82437674688086,63.8564420928423,3.6438424833659453,4.44535375332872,3.9925746920146916,2.064130691922877,3.32883678353119,2.8311053092906246,1.160326,587.6393924246456,422.60396982750854,465.48149107899883,450.9821641587165,10.651762873229563,11.801481655068775,11.11774000439993,202.6,497.3573775096206,550.0437741620633,537.7327367519306,362.6017187793615,415.59386927817883,395.7767445167783,339.3799834870026,359.51814278188476,363.1207774317168,1419.0644627275537
c1082,20150514,57156.5694,False,13:39:56.929,13:40:39.404,1.58134,0.13845171926174965,0.006948424878892682,0.44122262012111624,0.73,13:39:28,1.25,13:38:57,0.3712917017237574,0.09983332270953361,0.07630572436397473,0.003001358491649673,0.17295964189167606,0.19648724023723493,0.08012101058217347,5.658888888888889,102.0,-4.2273,0.04303000867366791,0.20927795918463082,0.1494282709062676,0.1689649191887008,0.01649500115185661,0.01410185736734269,0.014360674229469884,111.95009327026699,122.5007950524539,60.334832224041484,64.08242144165631,63.12020187385991,61.8550397816433,62.82437674688086,63.8564420928423,3.689302567834977,4.497580994951934,3.9566850796366357,2.064130691922877,3.32883678353119,2.8311053092906246,1.104421,599.7170488145888,423.0665255587379,466.4984010027669,451.1043319646165,10.83227852885092,11.86423214898437,10.993829574942378,261.2,498.56437183486287,551.4292322647427,537.8791130515303,362.9534965779761,416.3070269392789,395.9261130581414,340.76875070343,360.7937063510882,363.1945337128912,1419.0644627275537
c1083,20150514,57156.56999,False,13:40:47.664,13:41:30.138,1.58331,0.13845171926174965,0.006948424878892682,0.44034457697406243,0.73,13:39:28,1.25,13:38:57,0.3712917017237574,0.09983332270953361,0.07630572436397473,0.003001358491649673,0.17295964189167606,0.19648724023723493,0.08012101058217347,5.658888888888889,102.0,-4.2343,0.07951003313064575,0.2085177655174017,0.1493560233129595,0.1683183922752699,0.016759329398348462,0.014288539209461831,0.014819383555568876,82.92448929882602,88.42219087637368,60.42265674156016,64.11344180909225,63.1877542396547,61.8550397816433,62.82437674688086,63.8564420928423,3.735821847037918,4.53209333826056,4.044595077596207,2.064130691922877,3.32883678353119,2.8311053092906246,1.112883,538.019161078469,423.5689904001781,466.57031770279025,451.6125570884855,11.018611520766871,12.042124002354667,11.336409073432366,247.3,498.9065889377522,551.7259921860298,539.1781212244362,363.13692776115585,416.6617805311877,396.4000854620916,341.05551946628316,360.8085748736812,364.6143985545585,1419.0644627275537
c1084,20150514,57156.57057,False,13:41:38.450,13:42:20.926,1.58527,0.13845171926174965,0.007152619359716027,0.43947380524109414,0.73,13:39:28,1.25,13:38:57,0.3712917017237574,0.09983332270953361,0.07630572436397473,0.003001358491649673,0.17295964189167606,0.19648724023723493,0.08012101058217347,5.144444444444445,102.0,-4.2319,0.09032304584980011,0.20490697617628845,0.14771108215963968,0.16576622210873296,0.015446988559205246,0.012318622712670178,0.013456085512519905,80.38890006158564,82.52058661292955,61.63109998176976,65.27039341458253,64.41309865645997,61.8550397816433,63.8564420928423,63.8564420928423,3.4420528694319623,3.8530517533236366,3.6999347675574668,2.064130691922877,2.8311053092906246,2.8311053092906246,1.027382,524.2963763236503,425.8824454900908,467.81252972008633,453.4868689789105,10.254422582105468,10.298290528845136,10.381889725170758,202.4,501.2107334381552,554.2829874054927,541.1182067894781,360.82895588317984,415.1173168101254,394.20762960294155,347.133983263122,366.7352000718189,370.0120373254408,1419.0644627275537
c1085,20150514,57156.57116,False,13:42:29.311,13:43:11.785,1.58729,0.13845171926174965,0.007152619359716027,0.43857930142005225,0.73,13:39:28,1.25,13:38:57,0.3712917017237574,0.09983332270953361,0.07630572436397473,0.003001358491649673,0.17295964189167606,0.19648724023723493,0.08012101058217347,5.144444444444445,102.0,-4.2392,0.08307956159114838,0.20428511651790987,0.14662301089155433,0.16539980724195494,0.016325687129089824,0.01163130436327175,0.012969341299561038,79.85560986851999,84.03485212131316,61.69115856513398,65.49741609833964,64.34178247492113,61.8550397816433,63.8564420928423,63.8564420928423,3.547408935563621,3.8097134043433174,3.619693455169269,2.064130691922877,2.8311053092906246,2.8311053092906246,1.029711,533.3327593542148,426.3224689751267,468.68667750271754,453.7437502133914,10.842929912695661,9.815921752404835,9.994601293026179,152.4,501.27770804172695,554.9750831975257,541.8627113382265,361.2375793309929,415.9164927364984,394.69665678761953,346.750858440725,366.88592359123965,370.64120611961806,1419.0644627275537
c1086,20150514,57156.57175,False,13:43:20.089,13:44:02.564,1.58932,0.13845171926174965,0.007648311065231464,0.4058796368972293,0.73,13:39:28,1.33,13:47:37,0.3844155030331897,3.449100515266565e-10,6.852517579999798e-10,0.10964028127999674,0.2661060993566588,0.15532373181332873,0.08451438348666417,4.630000000000001,102.0,-4.2479,0.03485586494207382,0.1973410205229618,0.14146176775445757,0.15892178941076388,0.01761279858000209,0.015443475755253693,0.0156562035750564,116.56308003881546,122.5007950524539,61.343902225962324,65.14658126042107,64.106099286805,60.82297443568187,63.8564420928423,63.8564420928423,3.2478071299423363,3.689697042414054,3.397498887667477,1.787589615936362,2.8311053092906246,2.8311053092906246,1.060989,619.4729929660715,430.9981708207609,473.26799556318304,458.8980338718211,11.788088248690837,12.979820831628558,12.165134946976977,177.4,507.7881266883199,560.7279284926227,547.6919000413436,374.41783962328424,427.7809623134861,407.7720517375135,342.2804438326539,361.97960942411567,365.07387013377604,1419.0644627275537
c1087,20150514,57156.57235,False,13:44:15.186,13:44:57.661,1.59149,0.11485199438758778,0.006088989683585228,0.4050211819150401,0.88,13:48:8,1.33,13:47:37,0.32761670281836436,3.767342400909827e-10,7.484786226973167e-10,0.11975657963157064,0.2906591984807913,0.16965515447805843,0.09231236346600238,5.144444444444445,102.0,-4.2508,0.04665600508451462,0.11299375389851778,0.0827743247550575,0.09239116054254215,0.010311610342043783,0.008651144487228535,0.009040058401517101,94.35588613447894,113.96829181667859,71.60345592095359,74.96901312863179,73.86978521502621,67.64668260441564,76.39754505823362,73.9233672442551,3.808437297899874,4.102006959707119,3.8216068207367653,4.504911863717983,6.045814088407417,5.043994052059779,1.112217,591.9551683269289,499.54217556797306,534.0745056927497,522.1210518770963,10.598178351277953,11.275376933024763,10.83621278532278,168.4,620.9931274308699,663.5636177151911,653.7679463452384,465.1107562570464,509.23046547606555,492.83892422823277,410.2103777502824,424.49665750447645,428.51184900431247,1658.1938533398495
c1088,20150514,57156.57298,False,13:45:05.962,13:45:48.436,1.5937,0.11485199438758778,0.005928368172385004,0.4041229206400768,0.88,13:48:8,1.33,13:47:37,0.32761670281836436,3.767342400909827e-10,7.484786226973167e-10,0.11975657963157064,0.2906591984807913,0.16965515447805843,0.09231236346600238,5.658888888888889,102.0,-4.2567,0.04049402102828026,0.11742631316673109,0.085842838091086,0.09524060547058673,0.00803017854106456,0.006556304172985659,0.007413849020868828,97.20405005984315,118.31148787859723,68.91216411159691,72.81818539978622,71.97502211477348,67.74400306618617,72.13452904388073,71.04994842958908,3.4256815834026377,3.981448468553702,3.6900666650016287,2.667948060022186,5.600182873527142,7.679861371714505,1.115367,605.4793310473992,494.94877269667916,529.9455762953262,518.6253823953532,7.893702863813283,8.352329088933265,8.58824855613707,142.0,621.4122526683841,663.1517975122733,653.9999961539272,472.5667756345624,515.6290652896447,500.0104412923583,401.6494771667762,415.49155273221305,419.9183877719877,1658.1938533398495
c1089,20150514,57156.57356,False,13:45:56.898,13:46:39.373,1.59595,0.11485199438758778,0.005769534661381332,0.40321172224453206,0.88,13:48:8,1.33,13:47:37,0.32761670281836436,3.767342400909827e-10,7.484786226973167e-10,0.11975657963157064,0.2906591984807913,0.16965515447805843,0.09231236346600238,6.173333333333334,102.0,-4.2556,0.05571431294083595,0.10887314485139624,0.08130286909861059,0.08978154361994828,0.005041138158119056,0.004826072863288696,0.005302809978767345,96.30962948206064,101.68861981789061,70.85496407765123,73.9027145341244,72.99898154529627,70.50217823179808,73.99623420691223,70.50217823179808,1.5843732805480244,2.000959664241817,1.4089821581143922,2.9734527143366636,3.8292850405805186,2.9734527143366636,1.182988,574.5650828494317,503.4916996155948,535.6637638843297,524.9736670660103,5.157164374548167,6.186656277735361,6.298889732146288,185.1,640.1534618027,680.0878720658127,670.7367760751978,500.2252799913141,540.4921335590825,525.7509319927735,397.00505373475994,410.7069570572518,414.4253791974861,1658.1938533398495
