frames,dates,mjd,telem_status,expstarts,expstops,airmasses,frieds,tau0,theta0,dimms,dimmtimes,masses,masstimes,masswts0,masswts500,masswts1000,masswts2000,masswts4000,masswts8000,masswts16000,windspds,winddirs,temps,skystrehls,maosstrehls-piston,maosstrehls-psd+ncpa-seen,maosstrehls-psd+ncpa-unseen,maos_stds_strehls-piston,maos_stds_strehls-psd+ncpa-seen,maos_stds_strehls-psd+ncpa-unseen,skyfwhms,skyempfwhms,maosfwhms-piston,maosfwhms-psd+ncpa-seen,maosfwhms-psd+ncpa-unseen,maosempfwhms-piston,maosempfwhms-psd+ncpa-seen,maosempfwhms-psd+ncpa-unseen,maos_stds_fwhms-piston,maos_stds_fwhms-psd+ncpa-seen,maos_stds_fwhms-psd+ncpa-unseen,maos_stds_emp_fwhms-piston,maos_stds_emp_fwhms-psd+ncpa-seen,maos_stds_emp_fwhms-psd+ncpa-unseen,lbwfsfwhms,skyrmswfes,maosrmswfes-piston,maosrmswfes-psd+ncpa-seen,maosrmswfes-psd+ncpa-unseen,maos_stds_rmswfes-piston,maos_stds_rmswfes-psd+ncpa-seen,maos_stds_rmswfes-psd+ncpa-unseen,lgsrmswfes,totmaoswfe-piston,totmaoswfe-psd+ncpa-seen,totmaoswfe-psd+ncpa-unseen,homaoswfe-piston,homaoswfe-psd+ncpa-seen,homaoswfe-psd+ncpa-unseen,ttmaoswfe-piston,ttmaoswfe-psd+ncpa-seen,ttmaoswfe-psd+ncpa-unseen,DM_fitting_errors
c0015,20110823,55796.2501,False,06:00:10.069,06:00:52.544,1.51602,0.16844959176846205,0.010234933251483651,3.145619271663231,0.6,6:1:0,0.18,6:3:2,0.8607157114991808,6.74773841859062e-09,8.220595027724612e-05,0.008015080152031498,0.09179664447625817,0.01798255162314759,0.02140779955136618,3.6011111111111114,99.0,2.3146,0.37752482295036316,0.4950531493301875,0.33926181148131884,0.3899130143600606,0.008138838767378222,0.009624303534024648,0.009074308480011308,53.000670014930535,51.46062707686444,50.57142857142858,51.222625977912365,50.86305899337344,51.7383122631815,56.464446336632506,50.53254121126316,0.0,0.27640363357291164,0.2372458962176746,2.088456724218339,1.9205341659445785,0.0,0.894599,333.72048232801313,283.46006149094956,351.5014171944847,328.08798997717554,3.3061423383750803,4.594916937501524,4.045202493810318,189.4,308.6361948813276,387.3530247732755,365.9531212667425,254.8837070018954,324.29935840649284,299.10979936973365,173.88819354424064,211.80991462271243,210.7840350119934,1205.1074820091474
c0023,20110823,55796.25491,False,06:07:08.127,06:07:50.602,1.51603,0.15085038068817494,0.009397630727790594,3.088197433680688,0.67,6:8:0,0.21,6:6:1,0.8510383265701529,8.976974239131284e-07,2.467955457488156e-11,0.05557174528986033,0.0626963280193296,0.010829365748793295,0.019863336649760335,3.6011111111111114,87.0,2.2365,0.2752130329608917,0.4097683717788384,0.2830563782188495,0.3232543975703872,0.04485818643762158,0.029009588182033058,0.032369794142430595,60.10998152937166,60.47340542403716,50.57142857142858,52.05544774406386,52.007575631262505,51.7383122631815,54.14985436701818,51.7383122631815,0.0,0.7479493864507927,0.8848546402834705,2.088456724218339,2.088456724218339,2.088456724218339,0.923267,384.0670328253376,319.7530136506324,380.24953991336383,359.678270902559,19.46877095749006,15.431675214217616,15.884469398986393,114.5,354.83955114829024,424.1759679067904,406.5211020810984,298.19796545205304,359.45394679415426,337.1125211534958,191.74113676827739,224.92290196177538,226.80165476697312,1321.1802606608387
c0024,20110823,55796.25558,False,06:08:02.393,06:08:44.868,1.51617,0.15085038068817494,0.00944850202766061,3.1215267817362022,0.67,6:8:0,0.17,6:9:0,0.8617488970511947,0.0023425628014494973,0.01442015544444581,0.03562291364734637,0.05386184543478771,0.011598820683575978,0.0204048049372,3.6011111111111114,94.0,2.2386,0.27055320143699646,0.4182358512476995,0.2890094493350592,0.3296536507609499,0.025630264175800263,0.018879938433489504,0.021484795398048026,59.242538003434014,58.350866381494306,50.57142857142858,51.97838402114556,51.68019113086233,50.53254121126316,55.25867528471416,55.16172515049179,0.0,0.3599118934429188,0.3976278960788465,0.0,3.274762785322306,4.629183939228636,0.957444,386.60036115406706,315.76400373010364,376.82226439802673,356.29670091486844,11.130386065945588,9.937454734031046,10.51893883616745,90.2,348.3454017452408,418.00766634677774,400.46603443220926,291.44772209156844,353.47580020702986,331.3971205982874,190.45843424385924,223.0369133882247,224.5917449827327,1321.1802606608387
c0025,20110823,55796.25617,False,06:08:53.709,06:09:36.184,1.51632,0.11890559418950263,0.008122993862566283,3.114783110619343,0.85,6:9:30,0.17,6:9:0,0.9070116803781431,0.0015756183774976555,0.00969906203179822,0.0239601334777624,0.036227721818376746,0.007801419460359438,0.013724364456062302,3.6011111111111114,122.0,2.2175,0.29878202080726624,0.297914489922534,0.2070621938942579,0.23640202699469126,0.02801486563843522,0.014955083634381345,0.017518730827914886,56.88153523338759,53.85541101182941,50.96191001751643,52.54018998531248,52.056541769200706,50.53254121126316,59.79090908972043,52.94408331509984,0.6763337040371338,0.9599261845561681,0.9421097284826159,0.0,0.0,2.411542103836684,0.904554,371.6359303617458,372.3803818855895,424.4426967881079,406.2148532536502,14.248223200844008,9.628503796663054,10.340759986367663,131.7,426.60899201855057,486.08730134339146,470.0733042102307,372.73559259603337,424.57580164747543,405.9794225650886,206.5952147135531,236.0545405870232,236.27582739274197,1610.950436760485
c0028,20110823,55796.25794,False,06:11:26.767,06:12:09.241,1.51693,0.17731535975627585,0.01059317113235191,3.392093393884529,0.57,6:12:29,0.18,6:11:59,0.8531841624868995,1.3841821564956406e-09,4.029425145593778e-05,0.02951180824226554,0.08842349625053013,0.005260638384525211,0.02357959900014137,3.6011111111111114,105.0,2.2261,0.2746902406215668,0.5210388512934582,0.35836899287493157,0.41026863749927744,0.01583234457882125,0.006662178560919142,0.008340372141237591,60.119088910899045,60.47340542403716,50.57142857142858,50.79041133258137,50.69896478887706,51.7383122631815,52.944083315099846,50.53254121126316,0.0,0.3792892682983696,0.2208992084259347,2.088456724218339,2.411542103836684,0.0,0.998403,384.34992932786923,272.9674080853912,342.45831495243806,319.0963177922411,6.358849864539388,3.101115343404755,3.6427703733191312,115.9,296.3736045660909,376.621117473891,356.4328026299608,243.50131506631328,315.03039335489126,289.2819807778989,168.87229085973166,206.3483870245036,208.19977392248558,1154.6812682478323
c0030,20110823,55796.2592,False,06:13:15.518,06:13:57.993,1.5175,0.1981759903158377,0.010782411146684085,3.6244719900247,0.51,6:13:58,0.19,6:13:28,0.8124043333915218,0.007993686988319995,0.010059471266200442,0.06691344726177974,0.07320061680315501,0.0018547150147057065,0.027573729274317286,4.115555555555556,105.0,2.1969,nan,0.5689053349468466,0.38834852889638233,0.4463072857524836,0.015512370395640136,0.005157605663051132,0.007246408175659844,nan,53.85541101182941,50.57142857142858,50.57142857142858,50.57142857142858,50.53254121126316,50.53254121126316,50.53254121126316,0.0,0.0,0.0,0.0,0.0,0.0,0.952081,nan,253.8898615937892,328.7726937592776,303.63863875848875,6.135119452411579,2.3044746459319465,3.0580503539210855,154.6,272.5182346033165,358.0473661765461,335.31302325323446,218.82474257253205,297.34228167156783,269.25036708542007,162.3264670536846,199.4606487895434,199.8397304173654,1052.4663540392717
c0033,20110823,55796.26102,False,06:15:52.816,06:16:35.290,1.51855,0.18048170546620934,0.010377338833611473,3.310056751711167,0.56,6:16:57,0.21,6:17:57,0.8023341301323498,0.01806045036363558,4.611178816247383e-09,0.09452916573307134,0.05341282128819884,0.003765796033268695,0.027897631838296664,3.6011111111111114,102.0,2.1841,nan,0.5255833841586945,0.3592916002680625,0.41318188875674555,0.0065410023082168,0.004615007127535735,0.00587164160421327,nan,55.0137244086197,50.57142857142858,51.14019612018791,50.77253417952766,50.53254121126316,55.355625418936526,51.7383122631815,0.0,0.43063751046125864,0.3483251309146487,0.0,0.0,2.088456724218339,0.892947,nan,271.1248543764149,342.0213234157958,317.8183525788676,2.626932142959616,2.1459908673451946,2.5550687748223333,118.9,293.49380329166945,374.5937188076698,352.8968161067726,239.09079719931114,312.0678927995502,285.4368752507453,170.14802485421217,207.19078453751345,207.48841682467506,1137.7751128838377
c0042,20110823,55796.26651,False,06:23:46.974,06:24:29.449,1.5232,0.15313599251678367,0.00797172903096502,2.5423319106349362,0.66,6:24:53,0.16,6:24:24,0.9021555155990457,4.0033611551464377e-11,0.0001569200686360319,0.00020425908375528175,0.047923447404672685,0.01537056910662063,0.034189288697235996,4.115555555555556,102.0,2.1244,0.3265133798122406,0.41600830210428646,0.2850936245402862,0.3258287576724853,0.015651661379888767,0.010003307339086352,0.009942218913940672,54.929759625979266,53.85541101182941,50.57142857142858,52.22100123461497,52.00960522253978,51.7383122631815,57.47631712010611,52.84713318087748,0.0,0.12721074159670492,0.07520254479858014,2.088456724218339,4.008990890162917,4.008990890162917,0.953763,357.7231866176125,316.6369655388392,378.7475466719453,358.01536776895375,6.78072576609981,5.295449459293722,4.871516780098778,138.6,350.13191919148613,421.4028895203029,403.16884459799473,290.3306061889585,352.99682062589403,330.54018638494205,195.669608529105,230.15708811550718,230.8323155764259,1304.7271122090178
c0043,20110823,55796.2671,False,06:24:37.795,06:25:20.270,1.52384,0.15313599251678367,0.007943986441886307,2.404197369875508,0.66,6:24:53,0.2,6:25:53,0.8638322441130825,1.0578224366153358e-09,8.854149124155989e-05,0.0008123608767377441,0.07977500696021732,0.022471421374508103,0.03302042412639032,4.115555555555556,90.0,2.1228,0.32320696115493774,0.3930082012026708,0.2716788707262181,0.3102773005017809,0.02874535675490812,0.019769119147755178,0.022689542575186003,54.450330317317736,53.85541101182941,50.57142857142858,52.717048185263764,52.61913046806329,54.05290423279581,55.25867528471416,56.464446336632506,0.0,0.24571576395090186,0.28373077282341425,3.853819333909524,3.274762785322306,1.9205341659445785,0.948936,359.3459639976457,326.9142896679717,386.1505639450954,365.9494576345779,12.967674915748754,11.047500821860504,11.676500133443621,194.9,364.25721505475644,431.21076634178985,414.24789157751565,296.16105010963395,357.477372883292,335.5712129455839,211.5962873753885,240.95012168980992,242.62821526130037,1304.7271122090178
c0074,20110823,55796.2859,False,06:51:42.627,06:52:25.102,1.55858,0.17731535975627585,0.008972571292766733,1.6638566399370653,0.57,6:51:41,0.63,6:52:40,0.1243699931237853,5.437651130711799e-11,0.0049050976694565195,0.3363495544770185,0.507327244669503,0.010987418779582604,0.01606069122627763,4.115555555555556,98.0,1.9139,0.38263383507728577,0.4610191634801689,0.31066377580088356,0.3619741123094381,0.024725067448118507,0.013097155248184996,0.01894193216322456,53.47157775584008,53.85541101182941,50.92583353819403,52.646429612569996,52.31503363826155,51.7383122631815,57.57326725432848,52.94408331509984,0.6138474088925198,1.127840092784152,1.2963143728361948,2.088456724218339,2.2176418353919516,2.411542103836684,0.955214,331.40992926311895,297.5656849697425,365.5828662756344,340.88897679843853,10.374560580192494,6.626084647187519,8.846768679420306,148.1,324.40306205722544,404.7576243198055,381.6485990343774,249.09237489284212,322.40064547713314,295.42324659782764,207.7199387451907,244.65516218789378,241.55410938753886,1154.6812682478323
c5260,20120724,56132.28059,False,06:44:02.469,06:44:44.944,1.62207,0.18716621307606895,0.03328464498558294,2.933125029680087,0.54,6:44:37,0.12,6:45:37,0.9159562601571558,3.5193443498258046e-10,0.00165760302323582,0.0006491598046662447,0.037683930799178866,0.010329398149720751,0.03372364771410806,0.0,261.0,4.2768,0.31174495816230774,0.5430424844937387,0.362638191596525,0.4274938687051617,0.04740816743381942,0.03687521923151216,0.038571003418939404,57.390290474399436,58.350866381494306,50.57142857142858,50.97963100303609,50.585763062101535,49.198825630866764,52.944083315099846,50.40459668278511,0.0,0.490680748222123,0.02482806614618256,2.3100631480927647,2.411542103836684,3.5936547571765893,0.908303,365.0446846369447,264.3359495815653,340.9280713848333,311.9637513522508,19.134538500737772,17.400507284999282,16.87752512638247,163.3,280.4756421642949,368.28953061622593,342.2604403052194,229.36489311103912,310.3747201795989,277.34710712969445,160.6719788423532,197.94573235837368,200.2794079335162,1103.810550076775
c5262,20120724,56132.28177,False,06:45:48.02,06:46:30.478,1.617,0.22970398877517556,0.03174748957493489,2.950505507732563,0.44,6:46:7,0.12,6:45:37,0.8817665101611373,4.951045315245056e-10,0.002331930856136303,0.0009132438574523946,0.05301409310871448,0.014531490310406028,0.04744273121104892,0.5144444444444445,259.0,4.2894,0.32986390590667725,0.6099921595599682,0.4128273126776978,0.4775253720309414,0.007793197702519879,0.010612122086381664,0.007880347761175114,51.7267298500092,52.67163104744902,50.57142857142858,50.78417912631465,50.57142857142858,50.53254121126316,51.7383122631815,50.53254121126316,0.0,0.21602359726667564,0.0,0.0,2.088456724218339,0.0,0.932117,356.0880001483026,237.66944259151,317.99111998951435,290.636834702933,3.0719032201691943,4.640902140628786,3.253706011209014,150.7,249.5490348899645,342.87616567160234,317.90543177334797,199.74958256487068,285.10407679265086,253.37750510811978,149.46664449545375,190.40204235619316,191.96684145846345,930.6298345569297
c5267,20120724,56132.28484,False,06:50:09.899,06:50:52.374,1.6045,0.30627198503356734,0.032387821311366104,2.989889190565431,0.33,6:52:11,0.12,6:45:37,0.8090271029790161,7.997019020779452e-10,0.0037665774042186287,0.0014750881952481823,0.08562933359836933,0.023471529144515103,0.07663036787893072,0.5144444444444445,257.0,4.2818,0.3207763433456421,0.6603530998087777,0.44807921035682446,0.514236084120341,0.00687794874510026,0.013390363366618276,0.010358109087264348,54.426207319577735,56.14814735467271,50.57142857142858,50.738783641125345,50.57142857142858,49.198825630866764,51.7383122631815,49.198825630866764,0.0,0.1854368369394263,0.0,2.3100631480927643,2.088456724218339,2.3100631480927643,0.914901,360.5447970711459,217.76229338012917,302.91560209602045,275.6933466423169,2.733379997795254,5.67463669239161,4.18535796008056,171.3,228.33604902308744,327.60260057481105,302.1138584106924,178.32564694131162,267.8553007955603,237.18886327246307,142.34517001873184,188.53451225861966,187.0801488208001,732.2533334274536
c5300,20120724,56132.30508,False,07:19:19.170,07:20:01.646,1.54416,0.25267438765269307,0.02784155498959038,2.4038092616198656,0.4,7:20:52,0.17,7:20:22,0.7617362093854927,9.694824153383578e-12,8.617621469674293e-10,2.114010266779475e-08,0.062141129816479464,0.10974002340288357,0.06638261538358478,0.0,250.0,4.269,0.3319006860256195,0.6018108934583672,0.40217308377606326,0.47260190671117763,0.02139722676511686,0.008458449229614138,0.00957911487688489,53.88705231078808,52.67163104744902,50.57142857142858,51.16061326998835,50.93216773440247,49.198825630866764,52.944083315099846,54.14985436701819,0.0,0.7180432922214393,0.6248185585506426,2.3100631480927647,2.411542103836684,2.088456724218339,0.988482,355.0984610796188,240.893569114969,322.646748427047,292.67194064697037,8.438312093785047,3.7256549628170736,3.9643176456157487,175.1,251.87790452546923,347.96428012288345,320.3178878196268,196.98577516996104,285.4699189392458,251.35684634593727,155.61877899109345,198.2037513781308,198.07064868295114,859.5735967398408
c5301,20120724,56132.30568,False,07:20:10.341,07:20:52.817,1.54293,0.25267438765269307,0.02784155498959038,2.406876042276256,0.4,7:20:52,0.17,7:20:22,0.7617362093854927,9.694824153383578e-12,8.617621469674293e-10,2.114010266779475e-08,0.062141129816479464,0.10974002340288357,0.06638261538358478,0.0,250.0,4.2533,0.35362210869789124,0.5999318144373212,0.404163326018608,0.47341763720038044,0.02164169609521497,0.008107407140199642,0.009805056566050676,53.050977081013556,52.67163104744902,50.57142857142858,51.05769434442626,50.920921931169744,49.198825630866764,52.944083315099846,54.14985436701819,0.0,0.734497384820126,0.605340255979649,2.3100631480927647,2.411542103836684,2.088456724218339,0.926017,344.7423531746162,241.6352239763573,321.76953821964787,292.3356290690025,8.534652801227407,3.5571684214266113,4.056485103196169,118.9,253.4424934521884,346.68062429186995,319.3246403625875,197.04309681527354,285.03906932794007,251.21117726113323,158.0321240934105,196.49458192978275,196.7089737820598,859.5735967398408
c5304,20120724,56132.30745,False,07:22:43.605,07:23:26.082,1.53941,0.25267438765269307,0.024417018774472752,2.8699528455951895,0.4,7:20:52,0.22,7:21:52,0.6249988157337047,0.2154405367418573,0.010502726166165542,0.010974002340288357,0.015754089249248315,0.06517076236441183,0.05715906740432401,0.0,250.0,4.263,0.3519977629184723,0.6305458143797633,0.41989675560970485,0.4941549321274066,0.013947537618404386,0.007494157320454357,0.006897306052152332,53.23096147404647,52.67163104744902,50.57142857142858,50.776695284240915,50.57142857142858,50.53254121126316,51.7383122631815,51.7383122631815,0.0,0.3555323756936142,0.0,0.0,2.088456724218339,2.088456724218339,0.940144,345.50492831546467,229.5589391347953,314.9110780842447,283.8239787521433,5.510145582419156,3.2380635407620106,2.811803207092414,124.5,240.22490427251554,339.2711403765727,310.19350272049354,190.36932999805327,279.8276893171979,245.8167307325844,145.70415557441277,191.46438546978823,188.98465207322863,859.5735967398408
c5308,20120724,56132.30986,False,07:26:11.764,07:26:54.241,1.53504,0.22970398877517556,0.024417018774472752,2.882252157964706,0.44,7:32:58,0.22,7:21:52,0.6800774662886895,0.1837975059023688,0.008960128412740477,0.00936218545690191,0.013440192619110718,0.05559874553546655,0.04876377578472222,0.0,250.0,4.2818,nan,0.6160223774328212,0.4094047840335321,0.482296473515615,0.016499503193024075,0.010818487163813074,0.00994550839155883,nan,52.67163104744902,50.57142857142858,50.77439885671777,50.57142857142858,50.53254121126316,51.7383122631815,51.7383122631815,0.0,0.3515548465476272,0.0,0.0,2.088456724218339,2.088456724218339,0.927139,nan,235.29012026085576,319.4847544262602,288.6803199839551,6.50740989486717,4.727209719674013,4.09157869205932,141.0,246.09222592897868,343.8416250821759,315.1698035542932,197.17016758895497,285.33422704963596,251.28280400399046,146.47907121077685,191.51351099768894,189.99442690626623,930.6298345569297
c5309,20120724,56132.31045,False,07:27:02.999,07:27:45.475,1.53404,0.22970398877517556,0.02684949396467836,2.5492137467017377,0.44,7:32:58,0.15,7:32:28,0.8270465387898568,8.156014324417616e-09,0.0019930542046288115,0.0030154278312107376,0.06662659588960869,0.03469177923907211,0.06662659588960869,0.0,250.0,4.2727,nan,0.591621791266484,0.3953895966019009,0.4656128767631312,0.023186076154380727,0.012888993134784168,0.015682919819854133,nan,56.14814735467271,50.57142857142858,50.906719676998776,50.7682826898199,47.86511005047038,52.944083315099846,52.944083315099846,0.0,0.4337815418841711,0.34096133473294205,2.667431160792784,2.411542103836684,2.411542103836684,0.889372,nan,244.92085930393674,325.67147948157503,295.5921866129652,9.154149746835973,5.745660795354079,6.546080980465423,142.0,257.5112429222473,350.8480028575853,322.67553928837805,203.00365792475793,289.81786086219586,255.90727756950335,157.49984565132306,197.22068845915422,196.225992495845,930.6298345569297
c5261,20120724,56132.28118,False,06:44:53.494,06:45:35.973,1.61952,0.18716621307606895,0.03328464498558294,2.9405178385148867,0.54,6:44:37,0.12,6:45:37,0.9159562601571558,3.5193443498258046e-10,0.00165760302323582,0.0006491598046662447,0.037683930799178866,0.010329398149720751,0.03372364771410806,0.0,259.0,4.2746,0.30534496903419495,0.5450175668118287,0.3629991318166726,0.4274181698538989,0.047342752689875964,0.036851836636722216,0.037558104106199544,55.110096888280864,57.26009980271185,50.57142857142858,50.944021407838655,50.57142857142858,49.198825630866764,54.14985436701818,50.40459668278511,0.0,0.4415453827253998,0.0,2.3100631480927647,2.088456724218339,3.5936547571765893,0.897675,368.2786476619249,263.5441418653348,340.75887702835087,311.9789651856725,19.09041106769069,17.37460743038401,16.433674672877267,160.6,278.9795858062444,368.2083134622276,342.06793938863245,229.2125242885795,310.01173865328343,277.0283202553368,158.32210152719114,198.33321690779508,200.36560489612881,1103.810550076775
c5302,20120724,56132.30627,False,07:21:01.398,07:21:43.874,1.54173,0.25267438765269307,0.024417018774472752,2.8630460235979993,0.4,7:20:52,0.22,7:21:52,0.6249988157337047,0.2154405367418573,0.010502726166165542,0.010974002340288357,0.015754089249248315,0.06517076236441183,0.05715906740432401,0.0,250.0,4.2551,nan,0.6298865443460908,0.41984100096440574,0.4935024378760856,0.01260862633940323,0.007043181456254419,0.006597148653054348,nan,51.46062707686444,50.57142857142858,50.79276372639142,50.57142857142858,50.53254121126316,51.7383122631815,51.7383122631815,0.0,0.3833637338967707,0.0,0.0,2.088456724218339,2.088456724218339,0.928092,nan,229.82037789163996,314.9337419120814,284.0894258181472,4.9800230459316515,3.0430658549399703,2.6918397704256383,119.6,240.29673862954172,339.1437970222667,310.55047995180985,190.81106824135406,279.91373306114286,246.11446339285573,145.32390518147542,191.0389320186565,189.1426309758688,859.5735967398408
c5303,20120724,56132.30686,False,07:21:52.397,07:22:34.874,1.54056,0.25267438765269307,0.024417018774472752,2.8665258252056782,0.4,7:20:52,0.22,7:21:52,0.6249988157337047,0.2154405367418573,0.010502726166165542,0.010974002340288357,0.015754089249248315,0.06517076236441183,0.05715906740432401,0.0,250.0,4.2603,0.37790438532829285,0.6301730969259003,0.4197648614641983,0.49386176156214956,0.013078738014601587,0.007427337085720835,0.00755919249371348,52.14528726734217,51.46062707686444,50.57142857142858,50.77638471611362,50.57142857142858,50.53254121126316,51.7383122631815,51.7383122631815,0.0,0.35499445591792117,0.0,0.0,2.088456724218339,2.088456724218339,0.979251,333.54830941177187,229.70680400315624,314.96786209527,283.9446315532533,5.166459100535036,3.209166665184963,3.083588664227655,130.3,240.25865619115288,339.3664482735691,310.7999767240916,190.73818495302666,279.910858815584,246.05061431025808,145.384949322392,191.50452953970878,189.6878925402397,859.5735967398408
c0058,20140806,56875.27304,False,06:33:11.098,06:33:53.574,1.53995,0.14235176769165808,0.004246604924394443,3.235848701341468,0.71,6:34:1,0.16,6:33:31,0.9171028965311057,3.363490463977442e-11,0.008641583192065122,0.004683013645999362,0.034152364711155576,0.020336180805279002,0.015083961080760377,10.803333333333335,105.0,2.7714,0.2959652543067932,0.3788360551123401,0.2549751142729373,0.3013146308748127,0.020011495739150995,0.012288259313827214,0.013976468886063655,53.547165746281806,52.67163104744902,50.61964082559855,52.33055298943247,52.029178172375026,52.94408331509984,58.68208817202446,54.14985436701818,0.08350607376981539,0.702173089233068,0.8087289579586194,2.411542103836684,1.9205341659445785,2.088456724218339,1.031806,373.0900843679387,333.16669151220765,395.28648503362325,370.3469408189114,9.131973075886782,7.004503758679534,7.216906030682724,154.6,373.79022461522015,445.2717382317278,422.7762649261426,317.29691374566545,379.0676030090114,354.29993531287374,197.17307234861516,233.39416044832288,230.45914953080188,1386.5909609819003
c0033,20140806,56875.25785,False,06:11:19.017,06:12:01.494,1.57904,0.1464779058856192,0.004672021548834326,3.1594236624417262,0.69,6:11:47,0.18,6:18:22,0.8969141019052498,2.5778197715286e-11,1.0908247875310497e-10,2.4204370907405384e-07,0.049656949283129886,0.04775750313568775,0.0056712034973629205,10.28888888888889,104.0,3.0146,0.24227866530418396,0.3811702109654801,0.2546080463256806,0.3020924769957055,0.02968144992259319,0.01970724420553369,0.021770333438416122,55.57081081781259,58.350866381494306,50.77386705756265,52.47562260370509,52.03676329076157,54.05290423279582,57.57326725432848,54.05290423279581,0.3506337433915381,0.9503467626244742,0.9630765175007345,3.8538193339095246,2.2176418353919516,3.853819333909524,0.969552,402.5908796866925,332.25060534951706,395.66393799193474,370.08792120146165,13.51819088186593,11.22721790872063,11.216717757466006,167.1,374.79922428841405,447.62341079620575,424.5989823170988,318.18602212862805,379.99521423382026,354.75447381696074,197.60839078305696,236.17428444907767,233.03985884103633,1353.964621086003
c0059,20140806,56875.27363,False,06:34:02.112,06:34:44.588,1.53882,0.14235176769165808,0.004183295579942476,3.4555615903869907,0.71,6:34:1,0.12,6:35:5,0.9459771512982771,6.649361917247715e-10,2.794284385458184e-09,1.3790310902307519e-08,0.016532849280627586,0.02424300434420665,0.013246977827357316,10.803333333333335,104.0,2.7605,0.27329355478286743,0.37662328221532865,0.25428079714942586,0.29997996714854147,0.021032539665871944,0.014003264079644412,0.015862412440462458,52.577090834666855,57.26009980271185,50.57142857142858,52.19244953255872,51.91255152156105,52.94408331509984,58.68208817202446,54.14985436701818,0.0,0.58352152396566,0.6206619881513316,2.411542103836684,1.9205341659445785,2.088456724218339,0.981574,385.1073503073538,334.18388848419164,395.71237501164944,371.0596641528601,9.610349897389039,7.966534889626803,8.175424092811177,153.5,376.5695080290658,447.586412212117,425.1230043802903,321.22737481426725,382.1402363644107,357.68884421659754,196.34016192712437,232.8533195673045,229.61335762368464,1386.5909609819003
c0060,20140806,56875.27422,False,06:34:53.096,06:35:35.572,1.53772,0.13298651981720688,0.004089922839672837,3.4571930476142843,0.76,6:35:35,0.12,6:35:5,0.9517698356147138,5.936373701742441e-10,2.4946628785532443e-09,1.2311623280267398e-08,0.014760088698106693,0.02164351034448509,0.011826549942770935,10.28888888888889,103.0,2.7635,0.29124367237091064,0.3346764309618738,0.22635272899675943,0.26750732248369735,0.026170633236053925,0.01606480691597227,0.02015292346860357,54.11043087605416,56.14814735467271,50.822097369110324,52.530378431163584,52.10437884250046,54.05290423279582,58.68208817202446,56.36749620241014,0.434171093456984,0.9446922851636185,0.8434095648868642,3.8538193339095246,1.9205341659445785,3.8245945479607024,1.001381,375.5460251449453,353.95238091924773,412.27398393899017,388.4508040046955,12.840836453216689,9.987876237688914,11.319839384616083,145.5,411.69704813042216,476.87173920130243,455.7905120972832,359.84483314233074,414.84859858730624,392.3877528915422,199.91102930282528,235.05424015058742,231.81059350216205,1467.4987310821548
c0062,20140806,56875.27545,False,06:36:39.703,06:37:22.179,1.5355,0.12633719382634653,0.004383955843435361,3.3526431138877557,0.8,6:37:6,0.17,6:36:36,0.9276871321791311,9.012592076385094e-10,1.2469186213916318e-09,6.807157780046153e-08,0.04007952711615959,0.0243870138537479,0.007846256631205847,9.260000000000002,103.0,2.7316,0.3050907254219055,0.3029430712367736,0.2048197931676686,0.24254039739100602,0.03022510921563764,0.01857429509869045,0.021792523608663336,53.95327161766259,52.67163104744902,51.004583435363394,53.16194316294696,52.59742113880567,55.25867528471416,58.68208817202446,57.57326725432848,0.7502462318806871,1.3865062677790627,0.8976570528436038,3.2747627853223062,1.9205341659445785,2.2176418353919516,0.995461,368.4079099478246,369.89395885531206,426.0765282188552,402.73717851846953,15.865039840553953,12.618399937685332,13.144029862211319,119.9,442.9702214067017,504.18480954427093,484.5410151615971,390.4022599933818,442.36063555410095,420.9445904801118,208.794620591019,241.4580407848706,239.5476857483362,1531.58603096561
c0064,20140806,56875.27664,False,06:38:21.897,06:39:04.374,1.5335,0.13845171926174965,0.0045796475509809155,3.336690313324161,0.73,6:38:37,0.17,6:38:7,0.914796446670718,2.2726217395926952e-11,0.0010152690597528236,0.001163483521030608,0.050886965038706,0.020750024578889824,0.011387811108176441,9.774444444444445,104.0,2.6925,0.2837836742401123,0.3601853695681261,0.242591456286745,0.2866784178157993,0.027709085562122232,0.015674536579657682,0.019304715473236884,54.323439470366594,56.14814735467271,50.741311707844076,52.43547527056588,52.27096110896345,54.05290423279582,57.57326725432848,56.36749620241014,0.29424622362079406,0.7962292625796445,0.7983474994488572,3.8538193339095246,2.2176418353919516,3.8245945479607024,0.97408,379.47518113460615,341.8606640581919,402.50939002960433,378.0669012631867,13.021977844709863,9.283205020380535,10.3297179948166,130.8,391.774478691755,460.65814411789336,438.71607045401106,337.0471083924349,395.59727408387454,371.6586552596739,199.4876283997466,235.854002706772,232.93586665233727,1419.0644627275537
